5dda9b9a9d9e30a06d320ffb,2.59
673cd43cfac31b5664ed1042,3.33
5c1b9212bfd9220001a9ada0,1.48
67fadcac3c44f7efd3574062,1.85
55ecd6ff748092000daa9f5f,3.92
5ec00f62cf12be40ea6fe344,1.11
6101d050cc01a3c528cf5504,0.85
6372d1f14a6bd3713c1c0acf,0.93
5e7a2ccd69a7770604dfb352,1.04
6713eeea64ca1fb59cbcbce4,0.74
66ee1b8ee4da3710c1695515,1.44
67794d9c602cb30aad2a4993,1.66
666b44ed662a3864dc13b118,0.96
65763705270241e5da3da60c,1.66
66e6fa77fe97954f1af05905,1.11
66b77f8e10fb77f6a5b470da,1.66
5f703222da0d985f80ce6483,0.89
5d982c7ef65bb80019cc6731,1.04
673b1c300a415ab6d503a61d,1.11
65f9d993d17bbb6bbe71f67a,0.74
66ab9cd16eaaa7bcdebe88d9,0.93
66339204ae873b4789a485b3,1.55
6605a6bb67641c5976dcc9b3,0.37
61074ae762b0186a302f1028,1.48
612cd21ab53f52338b7b4f19,1.55
5d8a64630ffb9c001746ca2c,1.48
5f7529755aaa0e1a6e804640,0.81
662973533159df515afdd606,0.96
664504859e65eeed37cdd5ac,1.66
60fee6ac4251e521b4546f1d,1.44
68c357538af5028c4961d32f,1.66
61639cbb5ffec1a6b93b2334,1.66
66293dda8cd8080abf396836,1.04
6706bc0d8c98b64939838b2e,1.66
60be09fe05b5adf03149a85f,1.11
5e34325430e5263f0bebb32d,1.11
67a745a370ec5dc821194d3d,0.56
671e4b927fa293418ae656d8,1.11
67e037f21c6a42a34775ee52,1.33
6272bd000471b3d9ed5d4da5,1.22